purchaseId,itemId,userId,date,amount
3621,151,391,2007-11-18 13:44:04,74.0
2884,77,727,2007-10-07 0:56:05,172.87
610,101,271,2008-06-06 20:08:14,10021.24
2946,126,228,2007-08-01 3:15:42,1110.98
3178,186,133,2008-01-06 13:16:15,163.57
2134,61,520,2007-12-22 16:17:29,163.49
1148,178,519,2007-11-18 17:39:47,140.54
1119,38,130,2008-05-13 2:22:21,1050.18
2259,103,724,2007-10-20 4:49:56,-682.63
2314,132,711,2007-07-21 13:22:14,85.11
2349,104,195,2007-12-27 5:22:12,113.38
4111,179,630,2008-04-10 12:04:24,2091.03
1401,139,515,2007-10-08 15:59:07,158.61
2118,106,585,2008-06-02 5:48:09,1082.57
4474,141,249,2007-08-29 11:44:09,171.24
1673,120,808,2008-02-18 3:49:42,10039.5
147,169,842,2008-05-30 10:15:31,1047.44
3424,169,591,2008-01-04 6:32:49,160.6
3644,133,189,2007-10-27 2:39:21,52.05
4125,124,465,2007-06-27 15:27:33,175.96
2917,16,177,2008-03-03 19:17:41,146.17
1294,70,699,2007-05-06 11:10:24,1079.04
4517,178,885,2008-01-28 7:06:49,1064.57
4863,199,164,2007-12-24 12:25:28,-660.62
421,10,261,2008-03-14 20:43:54,142.5
3496,126,977,2007-07-31 2:12:14,1106.13
3217,125,535,2008-01-03 20:45:43,1043.88
1226,125,628,2007-10-27 2:39:21,2053.31
1015,195,768,2008-01-10 14:02:34,10033.18
2410,12,511,2008-01-23 15:07:52,133.01
1607,16,769,2007-06-14 1:02:50,10045.93
4458,17,491,2007-12-19 9:24:45,76.24
1064,54,388,2008-01-28 2:37:49,-628.54
3271,191,770,2007-11-30 6:46:27,135.33
1857,95,982,2007-05-15 12:35:27,157.93
1927,90,759,2008-06-06 19:31:48,150.97
680,159,727,2008-06-06 20:08:14,-661.21
2708,152,573,2007-08-18 17:22:55,1074.12
3248,80,322,2008-04-06 11:54:47,47.01
3582,23,784,2007-07-05 20:13:32,2076.35
1159,89,624,2008-06-08 12:22:38,170.43
460,110,543,2008-02-12 10:28:30,-616.52
1346,44,486,2007-06-05 11:09:49,1014.82
4896,52,751,2008-04-14 7:26:31,124.06
3078,84,604,2007-07-21 21:40:35,2013.58
4951,135,639,2007-11-24 10:21:49,1128.75
2998,39,387,2008-04-26 9:28:41,147.71
145,57,861,2008-03-28 10:18:33,10026.22
4294,83,697,2007-05-05 10:26:21,10097.12
136,7,643,2007-11-13 5:27:58,1085.64
4075,121,211,2007-07-14 1:29:26,1056.2
2978,26,495,2007-12-09 0:46:16,10054.36
4992,58,557,2007-10-02 1:48:50,10026.3
1672,179,646,2007-06-03 17:20:48,62.97
531,180,592,2008-01-07 5:22:14,126.02
648,92,538,2007-06-27 15:27:33,2045.29
2564,69,718,2008-01-23 5:06:44,145.91
4983,195,474,2008-03-26 14:06:37,10052.55
2147,187,415,2007-06-20 3:55:15,2070.56
4150,196,991,2007-08-24 15:24:52,2037.76
2309,193,273,2008-01-08 16:34:07,1091.18
1246,13,445,2007-11-24 20:44:12,164.27
2267,146,419,2008-05-15 3:58:26,152.55
3802,103,559,2007-07-31 21:17:07,1076.66
873,155,441,2008-05-10 5:32:20,1070.24
4665,52,524,2008-01-27 3:55:06,76.12
953,143,666,2008-05-09 10:01:21,10047.73
3455,153,807,2007-05-05 0:14:17,-648.48
2887,106,992,2008-05-20 9:38:42,10050.37
666,93,687,2008-04-16 8:37:35,1052.27
3228,75,300,2007-07-21 21:32:38,1060.47
1614,8,489,2008-04-05 13:03:10,79.27
2504,169,140,2007-05-06 9:37:45,1091.26
4785,140,937,2008-04-06 14:13:01,40.96
3524,80,523,2008-01-06 16:32:25,1084.27
4239,143,488,2008-04-16 12:31:53,1100.97
375,132,129,2008-05-30 6:04:58,2051.66
1122,108,595,2008-03-26 15:24:41,50.03
2000,167,306,2007-07-17 12:33:24,-651.25
1895,83,224,2007-10-23 2:58:49,56.18
3158,131,991,2008-01-20 14:51:24,154.67
2172,140,303,2008-04-26 9:03:21,1096.02
3145,104,372,2008-06-05 12:57:22,1046.91
3213,146,249,2007-07-20 16:19:02,165.11
1830,50,608,2008-06-03 19:03:00,105.51
3749,169,409,2007-10-04 20:48:21,172.42
1956,12,463,2008-06-08 12:22:38,139.75
2339,63,840,2007-08-18 17:22:55,2065.86
1913,147,628,2007-06-20 12:13:51,171.97
4497,73,396,2008-01-22 18:33:55,1043.03
3034,193,923,2007-06-01 6:50:39,1090.33
160,37,577,2008-03-20 16:43:52,-629.84
3209,175,780,2008-04-13 5:26:58,10088.04
4167,187,688,2007-06-01 6:50:39,2032.47
3136,13,570,2007-12-20 22:49:41,156.67
2615,42,681,2008-05-09 10:01:21,10045.53
3829,20,532,2007-07-30 9:29:11,-641.77
3450,110,869,2008-04-06 14:13:01,1072.07
3079,51,368,2008-05-09 0:03:40,1072.21
4329,148,171,2008-04-09 16:35:01,101.53
3060,101,168,2008-03-22 1:15:53,45.95
660,142,456,2007-10-03 11:59:15,190.81
411,135,973,2008-06-25 20:00:39,2097.35
2140,98,608,2007-11-28 6:30:44,-637.94
130,66,372,2007-11-23 0:36:34,155.93
1955,97,916,2008-02-16 1:02:59,2047.03
4914,2,818,2008-04-26 10:28:29,118.04
823,2,938,2007-11-25 1:42:43,150.22
1009,49,954,2008-01-28 15:12:26,157.64
2124,28,473,2007-05-06 0:45:52,1063.02
4853,13,777,2008-01-23 15:07:52,65.3
2469,27,227,2008-04-18 4:07:04,85.5
3196,142,790,2008-04-08 19:52:22,1068.61
2181,30,969,2007-06-07 9:33:28,1075.64
2855,200,817,2007-12-20 12:23:00,1094.08
1525,18,570,2007-06-01 12:33:25,83.51
3860,14,645,2008-05-12 8:15:21,-655.83
3131,106,885,2008-01-25 7:33:01,177.63
1429,141,417,2007-06-07 9:33:28,110.22
4458,41,832,2008-01-26 20:42:30,44.49
4797,69,861,2007-10-22 15:20:23,92.55
2324,100,465,2007-06-20 3:55:15,-661.52
4462,85,368,2007-08-07 21:38:36,1111.95
1368,63,128,2007-05-25 13:59:51,31.29
3404,147,751,2008-01-30 10:29:25,1030.54
4739,132,119,2007-12-09 0:46:16,1078.19
2434,102,487,2008-01-10 15:51:25,1103.32
1651,100,792,2008-01-28 2:37:49,-598.96
2301,148,817,2008-02-17 23:29:54,64.2
1404,32,932,2008-01-22 18:33:55,172.9
747,79,773,2007-07-17 8:27:55,-639.16
1994,155,642,2008-06-26 5:43:30,106.8
1254,74,437,2007-10-23 15:30:10,10089.18
899,82,156,2008-06-08 12:22:38,143.49
2290,27,557,2007-05-31 22:45:27,48.89
2545,28,526,2007-11-26 13:20:24,1120.47
3796,71,644,2007-12-14 14:14:13,111.86
2561,53,906,2008-03-19 10:52:31,1070.87
2296,136,225,2008-01-10 11:30:51,1037.45
1117,83,924,2007-05-19 3:13:40,2052.77
2305,94,641,2008-04-10 10:53:06,135.03
1574,168,265,2008-02-26 23:20:58,1077.88
624,164,636,2007-08-06 5:12:05,10076.18
672,195,389,2007-12-17 8:22:06,-623.54
4330,3,452,2007-05-31 8:32:19,97.18
1590,99,543,2007-10-26 17:35:49,117.31
3828,45,477,2007-07-10 7:57:53,1092.04
2116,165,440,2007-06-23 17:27:00,10054.64
4631,54,218,2008-02-08 2:54:29,155.61
4937,152,583,2007-08-10 9:59:07,98.1
1752,45,456,2008-04-09 16:38:33,2085.41
2671,7,460,2007-05-01 23:14:02,120.35
1750,59,590,2007-05-09 20:22:22,110.11
3707,108,102,2008-03-24 13:27:34,10030.94
961,8,249,2007-06-01 11:55:15,143.65
4684,194,321,2008-01-09 8:34:05,2059.04
4925,139,803,2007-06-20 17:24:32,-604.97
2266,35,588,2007-05-31 22:45:27,10035.49
4977,18,795,2008-03-21 23:45:10,1080.01
767,93,287,2007-10-08 15:59:07,185.72
1814,33,939,2007-10-01 17:13:22,1082.0
2778,97,529,2007-07-11 18:49:28,126.62
4198,78,672,2008-02-19 4:25:28,1062.98
3570,95,739,2007-05-15 12:17:00,1039.16
4790,76,157,2007-06-30 8:47:44,1065.68
379,68,422,2007-12-25 20:29:33,150.33
1334,153,948,2008-06-21 4:16:34,129.51
2351,120,955,2008-03-25 17:57:21,1079.37
3564,113,718,2007-11-29 0:20:44,182.97
3506,184,291,2008-06-02 7:16:14,1066.75
1410,87,629,2007-07-05 20:13:32,178.14
3716,51,117,2007-05-15 3:04:49,1114.53
4481,96,714,2007-12-21 13:27:11,2083.75
2754,32,103,2007-11-21 0:25:22,1077.59
3688,163,510,2007-07-06 10:15:26,1108.22
567,37,868,2008-02-17 15:19:37,141.32
2141,139,808,2008-02-29 23:20:50,1080.21
3307,144,743,2007-10-30 23:15:38,-636.64
1334,152,654,2008-01-16 3:28:16,151.49
1343,117,617,2008-05-16 12:50:30,2069.8
1917,47,191,2008-05-20 9:38:42,10086.93
1661,30,635,2008-03-30 16:48:24,1073.87
3323,73,486,2007-12-14 0:46:25,157.2
1093,172,789,2007-07-06 20:47:24,154.54
2522,34,147,2007-12-15 1:46:11,144.14
1866,155,129,2007-10-08 23:19:47,39.91
1845,81,998,2007-07-19 19:43:21,177.86
1786,178,316,2007-11-30 6:46:27,1068.53
1061,110,227,2008-01-23 5:06:44,202.58
4956,66,191,2007-12-30 0:40:33,1036.59
2415,167,639,2007-06-10 17:49:14,1075.4
1543,80,397,2008-04-09 16:38:33,1072.21
3864,67,698,2008-03-01 4:50:15,2059.44
2620,36,857,2008-03-26 5:27:10,1043.44
3046,76,824,2007-11-13 5:27:58,154.34
1128,173,888,2008-06-05 5:31:13,26.97
4980,195,504,2008-04-12 12:34:40,-632.32
2366,127,335,2007-07-16 7:59:42,1084.4
3037,43,153,2007-05-29 19:39:11,1090.5
1158,79,686,2007-08-07 21:38:36,-600.19
433,84,194,2007-08-14 9:05:33,10053.57
1641,125,265,2007-11-20 22:00:13,10054.52
1416,145,797,2007-05-21 22:46:32,-647.66
4932,134,312,2007-06-23 15:41:31,10094.51
183,180,315,2008-03-24 23:06:05,-625.11
2407,161,215,2008-02-02 7:35:12,-632.29
4592,12,722,2007-06-01 11:55:15,2060.63
4719,57,128,2008-04-10 12:04:24,92.47
1308,49,826,2007-08-06 5:12:05,151.66
663,2,422,2008-04-20 22:24:11,10059.49
2555,122,541,2007-07-23 4:53:05,186.05
3624,77,327,2008-04-21 0:30:53,1023.03
61,182,418,2007-12-22 19:20:20,2063.21
2275,154,389,2007-12-29 16:10:08,-632.12
2810,172,534,2008-02-26 23:20:58,207.89
852,198,373,2008-05-12 10:01:40,10058.49
2329,148,599,2007-07-30 9:29:11,2102.74
2255,102,851,2007-06-20 12:13:51,1078.91
1293,24,449,2008-02-29 4:54:22,1030.32
332,177,436,2007-11-25 1:42:43,-645.9
1514,97,603,2008-05-29 13:56:58,-614.33
4347,3,530,2007-12-01 6:47:37,156.56
4721,86,545,2007-06-05 9:37:57,170.12
1156,100,273,2007-06-22 6:27:54,101.98
4985,100,761,2008-01-03 21:31:30,1091.19
1351,121,241,2007-11-28 0:26:14,1077.33
4174,115,661,2007-10-30 11:44:28,1051.25
3222,172,679,2007-05-09 20:22:22,157.2
99,116,917,2007-07-12 16:29:02,130.29
4127,99,468,2008-06-01 18:28:27,93.59
224,99,413,2007-07-18 18:12:52,68.63
2825,42,839,2007-07-04 17:07:24,137.75
3214,2,980,2008-01-05 21:06:15,2081.71
3652,169,159,2007-10-05 7:21:04,10026.75
595,128,385,2007-07-31 2:12:14,1124.41
636,136,862,2007-07-24 16:51:03,1085.32
274,145,699,2007-06-17 12:52:20,109.45
779,194,792,2007-11-26 13:20:24,2025.95
2168,128,914,2007-11-26 13:20:24,124.13
3698,175,567,2007-10-30 23:15:38,128.1
302,85,128,2007-06-04 15:23:32,-651.05
2624,66,465,2008-04-10 21:32:37,2102.61
111,109,516,2007-07-29 13:47:47,2022.2
3592,44,189,2008-05-09 10:01:21,10046.7
3576,146,729,2007-06-22 19:45:09,1018.11
2586,193,243,2008-05-12 23:02:49,1086.52
3079,48,753,2007-11-22 10:11:25,1061.9
4898,74,562,2008-04-25 3:59:32,-628.19
4361,192,626,2008-02-09 9:16:52,-622.88
3078,40,430,2007-10-18 13:45:07,1081.5
4683,28,393,2007-12-04 1:06:54,116.83
1429,196,868,2008-03-06 17:47:40,2057.69
3814,19,377,2007-12-10 15:53:53,1093.54
969,126,447,2007-10-29 16:26:45,2079.08
2929,23,125,2008-05-31 12:00:45,1056.74
2502,158,199,2008-06-18 5:31:44,2057.9
2072,46,236,2008-02-14 0:24:38,-678.03
587,108,434,2008-04-26 9:03:21,156.12
880,135,914,2008-06-04 0:29:45,168.54
2664,198,176,2008-02-20 21:26:05,1036.85
4611,141,419,2007-08-20 22:08:17,10013.23
2911,39,825,2008-06-12 14:41:52,1046.11
3597,187,257,2008-05-30 6:32:01,2053.2
906,84,995,2007-11-11 15:12:09,168.32
1663,38,575,2008-04-09 21:51:10,10043.51
2201,123,964,2007-08-10 9:59:07,1075.48
3316,83,964,2007-12-29 16:10:08,10038.58
4350,85,620,2007-10-20 4:49:56,10088.14
867,93,561,2008-01-11 15:16:37,1100.21
2915,180,533,2007-10-15 9:23:54,10093.87
1900,147,142,2007-05-31 21:42:49,2072.92
1820,141,211,2007-11-20 22:00:13,-624.19
2329,91,348,2008-06-23 22:54:32,160.55
229,53,403,2007-05-07 17:46:15,162.8
1827,124,559,2007-05-08 13:26:18,123.4
4497,181,272,2008-03-24 17:28:25,2032.89
1994,168,428,2007-05-20 11:20:10,-670.81
1842,99,360,2007-06-30 13:04:06,2069.0
4369,187,568,2007-06-24 2:29:05,1026.03
4060,47,171,2007-12-12 10:49:28,2034.04
3535,35,826,2007-07-02 5:34:35,1065.53
2052,168,542,2008-06-25 4:38:45,-636.8
1173,83,879,2008-04-17 11:41:03,2093.76
3347,167,651,2007-12-30 0:40:33,1033.74
979,125,154,2007-12-02 14:39:04,193.6
1266,142,345,2007-05-15 12:17:00,103.21
3126,165,732,2007-11-08 22:49:21,-673.22
568,66,652,2008-04-27 8:23:07,2028.75
3940,146,800,2007-08-21 22:04:16,167.01
220,28,632,2007-10-04 18:12:59,167.49
3270,110,906,2008-03-14 18:09:46,2073.28
554,73,512,2007-06-09 2:34:24,10037.69
4639,49,645,2007-05-03 10:29:01,49.7
3181,63,959,2007-08-05 13:32:56,111.77
3539,79,744,2007-06-01 4:40:51,160.58
333,164,731,2008-01-18 23:42:52,67.95
861,183,683,2008-04-10 5:41:12,119.23
3311,13,585,2008-02-21 23:54:43,86.28
3236,33,254,2008-05-01 11:27:03,10045.44
1583,148,381,2008-01-19 13:36:45,-619.99
1613,98,485,2008-02-02 22:31:47,10054.92
1201,135,655,2008-04-09 16:35:01,1054.12
538,178,369,2007-05-15 8:47:51,141.21
4147,199,852,2007-08-01 18:36:24,1103.66
2520,79,930,2008-01-09 8:34:05,155.61
4300,15,636,2007-07-27 23:21:09,1056.84
1753,2,709,2007-11-17 1:57:32,106.98
2859,30,457,2007-07-20 5:49:16,2058.64
963,108,856,2007-10-04 5:47:07,1031.54
591,176,555,2008-03-14 18:09:46,1090.82
1723,119,518,2008-03-14 6:47:02,1091.12
4358,188,105,2007-06-30 16:22:32,125.63
1501,120,320,2007-07-06 19:23:01,112.35
4416,124,387,2008-02-17 23:29:54,45.77
2536,147,648,2008-04-15 0:05:58,122.81
1483,80,661,2007-05-09 20:22:22,158.54
427,101,913,2008-03-10 10:37:02,169.43
765,177,415,2007-12-14 1:30:56,2085.87
1687,121,367,2008-01-28 15:12:26,1075.24
53,128,366,2007-12-19 9:24:45,1066.91
4148,71,468,2008-01-18 13:11:14,2053.43
1738,23,121,2007-12-05 18:26:16,10049.15
4908,38,671,2008-03-22 1:15:53,161.15
1558,181,737,2008-01-03 2:38:44,10047.35
4692,11,733,2007-11-26 13:20:24,1061.09
95,45,475,2008-01-13 3:11:48,1024.43
3170,144,799,2007-06-01 13:18:05,1088.02
353,124,237,2008-01-27 21:17:35,1087.92
1841,171,304,2008-03-26 5:27:10,104.25
6,32,391,2008-05-14 9:47:29,135.1
2764,179,211,2008-04-06 11:54:47,166.37
427,181,472,2007-11-06 11:38:46,132.09
236,144,111,2008-03-14 22:24:51,1060.72
4160,52,183,2008-04-09 16:38:33,10040.1
1957,112,840,2007-06-30 8:47:44,131.26
4735,198,695,2008-05-13 2:22:21,2080.68
1378,168,912,2007-11-20 19:06:04,147.37
4386,10,340,2007-05-18 14:32:29,120.65
2438,12,465,2007-07-03 15:59:16,1058.52
4371,187,893,2008-01-16 3:27:15,171.6
4596,190,631,2008-03-06 17:47:40,139.86
4785,4,868,2008-01-23 15:07:52,69.73
3660,137,883,2008-05-14 9:47:29,91.16
561,23,387,2007-08-14 23:16:46,145.46
2897,12,653,2008-04-14 21:50:27,146.22
2197,160,863,2007-10-24 1:08:58,-685.31
3243,173,344,2008-03-22 1:15:53,2061.87
4583,160,578,2008-02-20 16:40:00,1038.0
4136,18,538,2007-06-20 3:55:15,1120.91
3495,6,365,2007-06-01 12:33:25,10052.9
1770,51,142,2008-02-16 1:02:59,111.16
4242,77,554,2007-08-07 1:40:33,117.83
63,81,838,2007-07-29 13:47:47,1072.71
2803,44,673,2007-10-18 22:49:15,135.24
706,175,865,2007-12-27 20:26:52,1052.51
438,156,152,2008-04-24 4:59:48,10058.33
640,155,699,2008-04-24 21:09:58,2060.81
4238,161,579,2008-01-30 10:29:25,118.87
2641,91,439,2007-07-16 5:28:49,10075.67
3711,144,422,2007-07-17 11:55:51,2061.59
3471,47,230,2007-06-22 6:27:54,-656.51
2194,148,951,2007-05-15 1:29:42,108.77
3765,145,288,2007-05-22 11:05:25,70.34
3394,141,630,2007-10-30 23:15:38,160.88
3320,90,829,2008-05-22 20:07:24,1070.87
1494,161,419,2007-05-21 14:32:00,1069.86
4280,172,210,2007-07-06 10:15:26,145.6
1127,154,406,2007-07-17 12:33:24,1073.18
4466,163,459,2007-06-02 6:58:10,1085.97
3969,15,824,2008-02-04 0:03:40,149.66
3446,116,832,2007-07-16 5:28:49,10051.42
1056,16,903,2008-01-28 15:12:26,-633.03
4072,198,667,2007-10-04 5:47:07,1064.69
1137,7,221,2007-11-07 0:25:47,-631.8
2104,68,671,2008-02-25 2:24:28,112.13
998,9,587,2008-05-24 13:53:33,108.68
2853,193,694,2007-06-11 7:08:00,1102.23
4723,173,372,2008-02-02 14:05:02,169.11
1793,182,204,2008-01-18 22:26:33,1058.33
2201,106,241,2007-05-02 6:22:11,161.93
55,134,853,2007-07-31 22:20:29,133.52
2656,142,404,2007-11-29 12:43:49,10033.12
1052,44,952,2008-01-21 20:46:25,76.78
127,66,713,2008-04-22 18:50:55,125.24
3181,36,193,2008-06-01 18:28:27,1062.15
3075,186,866,2008-03-10 10:37:02,135.34
1075,117,965,2007-10-14 1:49:00,141.75
4825,36,612,2007-11-27 7:46:09,10062.66
3932,181,755,2007-05-18 13:28:18,1109.81
2603,93,178,2008-01-16 3:27:15,-673.51
4693,165,442,2008-05-04 8:10:09,10068.73
2084,36,820,2007-05-29 6:55:31,-608.36
581,188,465,2007-12-22 19:20:20,-635.52
2811,157,554,2007-05-09 20:22:22,134.98
4521,78,174,2007-07-17 12:04:57,146.71
512,137,648,2007-11-29 4:41:50,10052.36
3346,106,459,2008-03-25 17:57:21,138.51
379,37,439,2008-04-20 4:10:51,131.22
3234,120,615,2008-06-04 0:29:45,96.1
106,64,948,2008-06-06 20:42:57,2025.34
3351,191,818,2008-06-08 8:21:02,163.64
1905,93,983,2008-06-19 10:57:04,10050.37
1131,82,213,2008-04-23 15:19:11,1037.57
4666,21,843,2008-03-24 13:27:34,120.84
2482,115,777,2008-06-01 18:28:27,109.47
3728,83,837,2008-04-20 3:21:49,2078.23
3560,82,911,2007-08-20 22:08:17,130.06
3616,54,647,2007-12-09 0:46:16,10068.04
746,104,683,2008-03-28 10:18:33,150.27
384,182,959,2007-07-06 10:15:26,10049.1
3302,184,662,2008-03-18 12:11:07,146.31
3419,167,913,2007-07-26 8:24:48,116.8
4767,149,202,2007-06-12 15:13:03,2060.15
2536,165,759,2008-05-17 15:41:53,10012.92
715,148,809,2008-03-18 18:40:46,43.69
4777,103,983,2008-03-05 22:47:45,2045.07
688,49,608,2008-02-18 3:49:42,-640.65
1287,84,927,2008-02-06 22:40:46,192.36
2316,143,803,2007-11-07 16:32:00,64.67
4254,46,274,2007-07-29 21:03:22,70.56
2072,24,151,2007-05-31 9:21:46,126.99
822,69,575,2008-01-17 7:26:30,1084.21
1453,183,905,2008-02-05 12:23:59,-648.45
2766,200,743,2008-01-21 10:08:36,1089.04
3347,176,856,2008-01-16 5:11:13,-642.09
205,184,436,2007-08-20 0:34:30,-640.93
2937,196,604,2007-11-11 15:12:09,202.1
3657,139,344,2007-10-08 0:11:40,10071.08
1975,146,460,2007-06-07 9:33:28,128.76
3009,165,170,2007-05-16 7:20:08,1081.05
1770,113,553,2007-07-29 13:47:47,2094.69
4686,170,643,2007-10-07 15:37:47,1058.94
2795,182,432,2007-08-08 3:35:37,1056.98
135,8,779,2008-05-01 20:40:34,1056.2
4654,44,882,2008-06-06 1:24:10,163.85
1335,63,186,2008-04-26 10:28:29,2026.64
925,6,980,2007-08-03 1:24:22,1021.05
1861,66,922,2008-04-03 6:25:20,1036.48
1543,168,103,2008-04-02 11:57:05,54.62
3291,99,592,2008-01-04 12:06:09,1063.34
205,45,720,2007-11-29 17:45:11,1015.16
4644,56,621,2008-05-15 10:10:10,76.89
3329,157,418,2008-06-06 20:42:57,2085.74
1810,73,106,2008-01-30 10:29:25,1080.32
2396,102,755,2007-05-13 15:32:57,169.43
1682,111,180,2008-06-09 20:14:01,123.14
693,52,487,2008-04-13 13:36:06,68.95
2965,139,139,2007-12-17 8:22:06,2068.73
3284,200,347,2008-04-21 23:08:19,129.77
3571,147,300,2008-06-11 20:09:12,2036.49
3268,198,991,2008-01-23 15:20:04,10080.52
439,50,327,2008-01-27 4:04:17,148.9
347,169,276,2008-05-01 16:43:44,168.38
1648,164,516,2008-01-03 2:38:44,199.42
2491,33,414,2007-05-07 17:46:15,2047.19
1606,22,453,2008-03-11 9:57:00,-648.08
2916,115,206,2008-03-01 4:50:15,131.44
1773,36,919,2007-10-22 15:20:23,187.93
998,191,492,2007-11-17 1:57:32,178.83
2155,136,290,2007-05-20 11:20:10,178.1
4588,73,845,2008-03-16 19:14:36,1070.61
389,140,472,2007-05-29 6:55:31,2051.92
924,5,752,2008-04-17 11:41:03,-642.72
2363,66,835,2007-07-02 5:34:35,161.56
4201,3,286,2008-02-26 5:40:20,10069.79
2628,91,824,2007-06-04 17:04:04,2095.76
3257,116,707,2008-01-02 16:15:14,68.03
2487,31,444,2007-12-09 0:46:16,133.9
866,165,650,2007-08-31 14:37:00,115.4
4173,58,783,2007-07-31 22:20:29,2068.08
252,46,459,2007-08-03 8:49:37,145.58
388,135,732,2008-04-23 17:31:50,2028.75
367,119,554,2007-08-29 20:44:34,57.56
4305,94,118,2007-06-27 6:22:04,10031.92
2963,64,201,2008-03-03 11:32:53,182.93
1658,22,906,2007-06-12 18:52:38,78.08
4775,126,997,2007-05-19 6:27:51,107.42
2319,105,553,2007-05-09 20:22:22,169.67
1155,17,511,2007-06-09 0:54:24,-653.88
1036,7,561,2007-11-02 19:28:39,171.11
4247,89,342,2007-12-09 10:59:30,123.29
3034,57,834,2007-06-18 5:11:00,46.15
3203,127,347,2007-08-07 1:40:33,49.08
3800,42,725,2007-07-30 10:27:09,-596.42
4795,12,773,2008-01-24 23:02:24,124.01
4688,45,622,2008-06-18 2:26:36,-655.75
4117,10,210,2007-05-31 9:21:46,68.84
2186,121,566,2007-05-31 15:59:25,10079.79
3290,4,737,2007-10-23 15:30:10,2056.64
3852,10,483,2008-01-27 21:17:35,1085.8
482,69,150,2007-05-15 0:49:44,64.23
4612,139,586,2007-07-19 19:43:21,1061.71
1068,40,186,2008-02-08 2:54:29,114.89
2379,137,960,2008-06-23 22:54:32,155.58
1933,104,201,2007-10-10 10:40:42,69.87
4612,70,757,2007-10-14 1:49:00,76.97
302,38,643,2008-04-23 15:19:11,1080.97
582,156,428,2008-04-30 13:16:52,1075.21
4778,49,620,2007-11-09 0:44:55,2041.55
1986,159,600,2008-01-08 16:34:07,-650.41
2723,99,165,2008-05-19 15:55:37,94.48
3985,192,210,2008-06-23 22:21:06,-651.2
4496,137,386,2008-02-06 3:50:01,2094.61
567,87,535,2007-11-25 1:42:43,1032.62
3380,25,853,2007-11-10 7:00:10,111.31
3022,51,465,2007-10-07 15:37:47,2075.32
158,132,432,2008-04-24 2:51:06,1085.9
418,104,809,2008-02-20 21:26:05,1124.31
2849,48,665,2008-05-09 10:01:21,-646.11
1017,45,362,2008-04-23 17:31:50,10081.71
246,51,342,2007-07-07 2:32:54,10077.14
2029,8,461,2007-11-17 18:41:27,10038.73
4750,45,219,2008-06-22 4:25:24,2069.29
580,102,764,2007-05-15 3:04:49,97.04
972,165,978,2008-01-09 0:07:15,1075.61
1244,87,256,2007-08-04 15:52:08,155.65
1430,81,341,2007-05-01 8:41:46,58.74
2381,170,521,2007-06-23 3:53:15,65.05
4936,14,991,2007-07-20 16:19:02,1021.57
1262,55,303,2007-11-21 1:29:50,131.09
4453,156,382,2007-10-28 2:51:26,10060.18
2852,140,766,2008-05-01 20:40:34,10047.11
4911,56,856,2008-03-21 13:26:11,156.5
2013,41,995,2007-08-27 10:22:28,-602.87
2841,112,341,2007-05-05 10:26:21,1042.3
3992,13,375,2008-06-23 15:48:18,1056.89
4599,177,177,2007-07-12 1:25:41,2045.13
2632,28,731,2008-04-26 15:28:20,1038.73
1103,27,903,2008-03-25 17:57:21,2086.46
3878,66,641,2008-01-01 23:17:47,10040.89
429,145,986,2008-05-17 2:30:25,1092.34
4539,196,496,2008-06-01 18:28:27,-664.48
726,169,424,2007-10-08 15:59:07,1057.86
912,61,445,2007-07-03 16:44:22,162.64
876,178,895,2008-01-03 16:18:07,1060.54
848,133,996,2008-01-26 8:59:35,1083.36
3160,108,744,2008-04-06 17:15:18,1044.85
3061,19,292,2007-10-19 22:09:29,70.8
2309,174,115,2007-11-17 11:34:02,-637.63
2438,189,586,2007-11-08 20:14:02,-640.41
4344,43,640,2007-11-14 6:12:32,-632.04
613,138,721,2007-05-03 10:29:01,148.85
3077,142,941,2008-02-25 2:24:28,165.18
2052,150,373,2007-11-03 4:06:20,2078.74
430,187,559,2008-01-03 20:45:43,141.04
1989,173,906,2007-10-23 2:58:49,1104.31
399,70,323,2008-06-06 1:24:10,145.56
192,122,301,2007-08-08 17:47:59,1057.69
1718,95,216,2007-10-15 9:23:54,127.74
2232,34,911,2008-05-04 5:03:38,103.18
2647,188,182,2007-06-09 0:54:24,176.51
442,68,688,2008-02-04 5:46:26,-660.25
1752,70,141,2008-02-17 23:29:54,109.21
2649,106,921,2007-11-20 5:52:16,1020.32
2765,145,953,2007-08-08 15:01:42,145.34
2058,120,902,2008-04-04 5:14:29,137.26
1158,149,611,2007-11-23 1:53:20,2075.0
2929,70,777,2007-12-24 16:28:30,176.03
1901,105,815,2008-05-15 13:26:20,50.13
4344,181,309,2008-01-15 19:50:44,144.63
1078,145,647,2007-05-15 5:45:35,1068.93
3776,147,834,2008-04-19 6:52:58,139.76
808,15,835,2008-06-11 7:03:12,-628.22
350,23,663,2007-10-03 11:59:15,2090.4
4006,79,499,2008-04-12 12:34:40,107.81
3720,188,617,2008-04-24 8:01:14,83.59
204,94,596,2007-08-17 13:11:51,180.39
1915,81,549,2008-04-19 17:30:07,138.95
394,52,775,2007-10-09 21:37:50,2058.93
3315,152,987,2007-08-27 1:31:03,-629.86
94,162,884,2007-05-22 11:05:25,25.02
3919,55,596,2008-01-23 23:15:50,136.16
2671,133,821,2008-01-07 5:22:14,157.98
